Amount,Cds Code,$ in 000's,District Name,District Code,# Enrolled,Ethnic,Function1 (copy),Function,Function Code,Grads,# G12 Enrollment,Number of Records,# UC Grads,Year1
868949.8,19734600000000,868.9498,Walnut Valley Unified,73460,103,3,Approved Textbooks and Core Curricula Materials,Approved Textbooks and Core Curricula Materials,4100,15,15,1,10,1415
75366.48,19734600000000,75.36648,Walnut Valley Unified,73460,103,3,Books and Other Reference Materials,Books and Other Reference Materials,4200,15,15,1,10,1415
122294.59,19734600000000,122.29459,Walnut Valley Unified,73460,103,3,Subagreements for Services,Subagreements for Services,5100,15,15,1,10,1415
232209.82,19734600000000,232.20982,Walnut Valley Unified,73460,103,3,Communications,Communications,5900,15,15,1,10,1415
661741.91,19734600000000,661.74191,Walnut Valley Unified,73460,103,3,Tuition for Instruction Under Interdistrict Attendance Agreements,Tuition for Instruction Under Interdistrict Attendance Agreements,7110,15,15,1,10,1415
5894221.14,19734600000000,5894.22114,Walnut Valley Unified,73460,103,3,Maintenance and Operations (Public Law 81-874),Maintenance and Operations (Public Law 81-874),8110,15,15,1,10,1415
3426284.86,19734600000000,3426.28486,Walnut Valley Unified,73460,103,3,Accounts Receivable,Accounts Receivable,9200,15,15,1,10,1415
2235996.7,19734600000000,2235.9967,Walnut Valley Unified,73460,784,4,Classified Instructional Salaries,Classified Instructional Salaries,2100,71,73,1,47,1415
868949.8,19734600000000,868.9498,Walnut Valley Unified,73460,784,4,Approved Textbooks and Core Curricula Materials,Approved Textbooks and Core Curricula Materials,4100,71,73,1,47,1415
75366.48,19734600000000,75.36648,Walnut Valley Unified,73460,784,4,Books and Other Reference Materials,Books and Other Reference Materials,4200,71,73,1,47,1415
122294.59,19734600000000,122.29459,Walnut Valley Unified,73460,784,4,Subagreements for Services,Subagreements for Services,5100,71,73,1,47,1415
232209.82,19734600000000,232.20982,Walnut Valley Unified,73460,784,4,Communications,Communications,5900,71,73,1,47,1415
661741.91,19734600000000,661.74191,Walnut Valley Unified,73460,784,4,Tuition for Instruction Under Interdistrict Attendance Agreements,Tuition for Instruction Under Interdistrict Attendance Agreements,7110,71,73,1,47,1415
5894221.14,19734600000000,5894.22114,Walnut Valley Unified,73460,784,4,Maintenance and Operations (Public Law 81-874),Maintenance and Operations (Public Law 81-874),8110,71,73,1,47,1415
3426284.86,19734600000000,3426.28486,Walnut Valley Unified,73460,784,4,Accounts Receivable,Accounts Receivable,9200,71,73,1,47,1415
2235996.7,19734600000000,2235.9967,Walnut Valley Unified,73460,3333,5,Classified Instructional Salaries,Classified Instructional Salaries,2100,331,332,1,138,1415
868949.8,19734600000000,868.9498,Walnut Valley Unified,73460,3333,5,Approved Textbooks and Core Curricula Materials,Approved Textbooks and Core Curricula Materials,4100,331,332,1,138,1415
75366.48,19734600000000,75.36648,Walnut Valley Unified,73460,3333,5,Books and Other Reference Materials,Books and Other Reference Materials,4200,331,332,1,138,1415
122294.59,19734600000000,122.29459,Walnut Valley Unified,73460,3333,5,Subagreements for Services,Subagreements for Services,5100,331,332,1,138,1415
232209.82,19734600000000,232.20982,Walnut Valley Unified,73460,3333,5,Communications,Communications,5900,331,332,1,138,1415
661741.91,19734600000000,661.74191,Walnut Valley Unified,73460,3333,5,Tuition for Instruction Under Interdistrict Attendance Agreements,Tuition for Instruction Under Interdistrict Attendance Agreements,7110,331,332,1,138,1415
5894221.14,19734600000000,5894.22114,Walnut Valley Unified,73460,3333,5,Maintenance and Operations (Public Law 81-874),Maintenance and Operations (Public Law 81-874),8110,331,332,1,138,1415
3426284.86,19734600000000,3426.28486,Walnut Valley Unified,73460,3333,5,Accounts Receivable,Accounts Receivable,9200,331,332,1,138,1415
2235996.7,19734600000000,2235.9967,Walnut Valley Unified,73460,347,6,Classified Instructional Salaries,Classified Instructional Salaries,2100,42,41,1,15,1415
868949.8,19734600000000,868.9498,Walnut Valley Unified,73460,347,6,Approved Textbooks and Core Curricula Materials,Approved Textbooks and Core Curricula Materials,4100,42,41,1,15,1415
75366.48,19734600000000,75.36648,Walnut Valley Unified,73460,347,6,Books and Other Reference Materials,Books and Other Reference Materials,4200,42,41,1,15,1415
122294.59,19734600000000,122.29459,Walnut Valley Unified,73460,347,6,Subagreements for Services,Subagreements for Services,5100,42,41,1,15,1415
232209.82,19734600000000,232.20982,Walnut Valley Unified,73460,347,6,Communications,Communications,5900,42,41,1,15,1415
661741.91,19734600000000,661.74191,Walnut Valley Unified,73460,347,6,Tuition for Instruction Under Interdistrict Attendance Agreements,Tuition for Instruction Under Interdistrict Attendance Agreements,7110,42,41,1,15,1415
5894221.14,19734600000000,5894.22114,Walnut Valley Unified,73460,347,6,Maintenance and Operations (Public Law 81-874),Maintenance and Operations (Public Law 81-874),8110,42,41,1,15,1415
3426284.86,19734600000000,3426.28486,Walnut Valley Unified,73460,347,6,Accounts Receivable,Accounts Receivable,9200,42,41,1,15,1415
2235996.7,19734600000000,2235.9967,Walnut Valley Unified,73460,1280,7,Classified Instructional Salaries,Classified Instructional Salaries,2100,136,130,1,65,1415
868949.8,19734600000000,868.9498,Walnut Valley Unified,73460,1280,7,Approved Textbooks and Core Curricula Materials,Approved Textbooks and Core Curricula Materials,4100,136,130,1,65,1415
75366.48,19734600000000,75.36648,Walnut Valley Unified,73460,1280,7,Books and Other Reference Materials,Books and Other Reference Materials,4200,136,130,1,65,1415
122294.59,19734600000000,122.29459,Walnut Valley Unified,73460,1280,7,Subagreements for Services,Subagreements for Services,5100,136,130,1,65,1415
232209.82,19734600000000,232.20982,Walnut Valley Unified,73460,1280,7,Communications,Communications,5900,136,130,1,65,1415
661741.91,19734600000000,661.74191,Walnut Valley Unified,73460,1280,7,Tuition for Instruction Under Interdistrict Attendance Agreements,Tuition for Instruction Under Interdistrict Attendance Agreements,7110,136,130,1,65,1415
5894221.14,19734600000000,5894.22114,Walnut Valley Unified,73460,1280,7,Maintenance and Operations (Public Law 81-874),Maintenance and Operations (Public Law 81-874),8110,136,130,1,65,1415
3426284.86,19734600000000,3426.28486,Walnut Valley Unified,73460,1280,7,Accounts Receivable,Accounts Receivable,9200,136,130,1,65,1415
2235996.7,19734600000000,2235.9967,Walnut Valley Unified,73460,344,9,Classified Instructional Salaries,Classified Instructional Salaries,2100,10,11,1,7,1415
868949.8,19734600000000,868.9498,Walnut Valley Unified,73460,344,9,Approved Textbooks and Core Curricula Materials,Approved Textbooks and Core Curricula Materials,4100,10,11,1,7,1415
75366.48,19734600000000,75.36648,Walnut Valley Unified,73460,344,9,Books and Other Reference Materials,Books and Other Reference Materials,4200,10,11,1,7,1415
122294.59,19734600000000,122.29459,Walnut Valley Unified,73460,344,9,Subagreements for Services,Subagreements for Services,5100,10,11,1,7,1415
232209.82,19734600000000,232.20982,Walnut Valley Unified,73460,344,9,Communications,Communications,5900,10,11,1,7,1415
661741.91,19734600000000,661.74191,Walnut Valley Unified,73460,344,9,Tuition for Instruction Under Interdistrict Attendance Agreements,Tuition for Instruction Under Interdistrict Attendance Agreements,7110,10,11,1,7,1415
5894221.14,19734600000000,5894.22114,Walnut Valley Unified,73460,344,9,Maintenance and Operations (Public Law 81-874),Maintenance and Operations (Public Law 81-874),8110,10,11,1,7,1415
3426284.86,19734600000000,3426.28486,Walnut Valley Unified,73460,344,9,Accounts Receivable,Accounts Receivable,9200,10,11,1,7,1415
103299.59,20755800000000,103.29959,Golden Valley Unified,75580,28,1,Classified Instructional Salaries,Classified Instructional Salaries,2100,2,3,1,1,1415
81843,20755800000000,81.843,Golden Valley Unified,75580,28,1,Accounts Receivable,Accounts Receivable,9200,2,3,1,1,1415
103299.59,20755800000000,103.29959,Golden Valley Unified,75580,45,2,Classified Instructional Salaries,Classified Instructional Salaries,2100,2,3,1,0,1415
81843,20755800000000,81.843,Golden Valley Unified,75580,45,2,Accounts Receivable,Accounts Receivable,9200,2,3,1,0,1415
103299.59,20755800000000,103.29959,Golden Valley Unified,75580,10,4,Classified Instructional Salaries,Classified Instructional Salaries,2100,1,1,1,0,1415
81843,20755800000000,81.843,Golden Valley Unified,75580,10,4,Accounts Receivable,Accounts Receivable,9200,1,1,1,0,1415
103299.59,20755800000000,103.29959,Golden Valley Unified,75580,718,5,Classified Instructional Salaries,Classified Instructional Salaries,2100,54,62,1,19,1415
81843,20755800000000,81.843,Golden Valley Unified,75580,718,5,Accounts Receivable,Accounts Receivable,9200,54,62,1,19,1415
103299.59,20755800000000,103.29959,Golden Valley Unified,75580,25,6,Classified Instructional Salaries,Classified Instructional Salaries,2100,2,2,1,0,1415
81843,20755800000000,81.843,Golden Valley Unified,75580,25,6,Accounts Receivable,Accounts Receivable,9200,2,2,1,0,1415
103299.59,20755800000000,103.29959,Golden Valley Unified,75580,1068,7,Classified Instructional Salaries,Classified Instructional Salaries,2100,77,80,1,26,1415
81843,20755800000000,81.843,Golden Valley Unified,75580,1068,7,Accounts Receivable,Accounts Receivable,9200,77,80,1,26,1415
3228.48,23655400000000,3.22848,Anderson Valley Unified,65540,1,1,Classified Instructional Salaries,Classified Instructional Salaries,2100,1,0,1,0,1415
12287.18,23655400000000,12.28718,Anderson Valley Unified,65540,1,1,Approved Textbooks and Core Curricula Materials,Approved Textbooks and Core Curricula Materials,4100,1,0,1,0,1415
18653.41,23655400000000,18.65341,Anderson Valley Unified,65540,1,1,Books and Other Reference Materials,Books and Other Reference Materials,4200,1,0,1,0,1415
11820.25,23655400000000,11.82025,Anderson Valley Unified,65540,1,1,Tuition for Instruction Under Interdistrict Attendance Agreements,Tuition for Instruction Under Interdistrict Attendance Agreements,7110,1,0,1,0,1415
266343.87,23655400000000,266.34387,Anderson Valley Unified,65540,1,1,Maintenance and Operations (Public Law 81-874),Maintenance and Operations (Public Law 81-874),8110,1,0,1,0,1415
59320,23655400000000,59.32,Anderson Valley Unified,65540,1,1,Accounts Receivable,Accounts Receivable,9200,1,0,1,0,1415
3228.48,23655400000000,3.22848,Anderson Valley Unified,65540,407,5,Classified Instructional Salaries,Classified Instructional Salaries,2100,41,42,1,14,1415
12287.18,23655400000000,12.28718,Anderson Valley Unified,65540,407,5,Approved Textbooks and Core Curricula Materials,Approved Textbooks and Core Curricula Materials,4100,41,42,1,14,1415
18653.41,23655400000000,18.65341,Anderson Valley Unified,65540,407,5,Books and Other Reference Materials,Books and Other Reference Materials,4200,41,42,1,14,1415
11820.25,23655400000000,11.82025,Anderson Valley Unified,65540,407,5,Tuition for Instruction Under Interdistrict Attendance Agreements,Tuition for Instruction Under Interdistrict Attendance Agreements,7110,41,42,1,14,1415
266343.87,23655400000000,266.34387,Anderson Valley Unified,65540,407,5,Maintenance and Operations (Public Law 81-874),Maintenance and Operations (Public Law 81-874),8110,41,42,1,14,1415
59320,23655400000000,59.32,Anderson Valley Unified,65540,407,5,Accounts Receivable,Accounts Receivable,9200,41,42,1,14,1415
3228.48,23655400000000,3.22848,Anderson Valley Unified,65540,125,7,Classified Instructional Salaries,Classified Instructional Salaries,2100,8,10,1,3,1415
12287.18,23655400000000,12.28718,Anderson Valley Unified,65540,125,7,Approved Textbooks and Core Curricula Materials,Approved Textbooks and Core Curricula Materials,4100,8,10,1,3,1415
18653.41,23655400000000,18.65341,Anderson Valley Unified,65540,125,7,Books and Other Reference Materials,Books and Other Reference Materials,4200,8,10,1,3,1415
11820.25,23655400000000,11.82025,Anderson Valley Unified,65540,125,7,Tuition for Instruction Under Interdistrict Attendance Agreements,Tuition for Instruction Under Interdistrict Attendance Agreements,7110,8,10,1,3,1415
266343.87,23655400000000,266.34387,Anderson Valley Unified,65540,125,7,Maintenance and Operations (Public Law 81-874),Maintenance and Operations (Public Law 81-874),8110,8,10,1,3,1415
59320,23655400000000,59.32,Anderson Valley Unified,65540,125,7,Accounts Receivable,Accounts Receivable,9200,8,10,1,3,1415
4401.67,24657300000000,4.40167,Le Grand Union High,65730,36,0,Classified Instructional Salaries,Classified Instructional Salaries,2100,7,8,1,4,1415
3113.06,24657300000000,3.11306,Le Grand Union High,65730,36,0,Approved Textbooks and Core Curricula Materials,Approved Textbooks and Core Curricula Materials,4100,7,8,1,4,1415
86125.65,24657300000000,86.12565,Le Grand Union High,65730,36,0,Books and Other Reference Materials,Books and Other Reference Materials,4200,7,8,1,4,1415
500,24657300000000,0.5,Le Grand Union High,65730,36,0,Communications,Communications,5900,7,8,1,4,1415
67839.55,24657300000000,67.83955,Le Grand Union High,65730,36,0,Tuition for Instruction Under Interdistrict Attendance Agreements,Tuition for Instruction Under Interdistrict Attendance Agreements,7110,7,8,1,4,1415
425125.29,24657300000000,425.12529,Le Grand Union High,65730,36,0,Maintenance and Operations (Public Law 81-874),Maintenance and Operations (Public Law 81-874),8110,7,8,1,4,1415
151521.81,24657300000000,151.52181,Le Grand Union High,65730,36,0,Accounts Receivable,Accounts Receivable,9200,7,8,1,4,1415
4401.67,24657300000000,4.40167,Le Grand Union High,65730,2,4,Classified Instructional Salaries,Classified Instructional Salaries,2100,1,1,1,1,1415
3113.06,24657300000000,3.11306,Le Grand Union High,65730,2,4,Approved Textbooks and Core Curricula Materials,Approved Textbooks and Core Curricula Materials,4100,1,1,1,1,1415
86125.65,24657300000000,86.12565,Le Grand Union High,65730,2,4,Books and Other Reference Materials,Books and Other Reference Materials,4200,1,1,1,1,1415
500,24657300000000,0.5,Le Grand Union High,65730,2,4,Communications,Communications,5900,1,1,1,1,1415
67839.55,24657300000000,67.83955,Le Grand Union High,65730,2,4,Tuition for Instruction Under Interdistrict Attendance Agreements,Tuition for Instruction Under Interdistrict Attendance Agreements,7110,1,1,1,1,1415
425125.29,24657300000000,425.12529,Le Grand Union High,65730,2,4,Maintenance and Operations (Public Law 81-874),Maintenance and Operations (Public Law 81-874),8110,1,1,1,1,1415
151521.81,24657300000000,151.52181,Le Grand Union High,65730,2,4,Accounts Receivable,Accounts Receivable,9200,1,1,1,1,1415
4401.67,24657300000000,4.40167,Le Grand Union High,65730,437,5,Classified Instructional Salaries,Classified Instructional Salaries,2100,87,111,1,38,1415
3113.06,24657300000000,3.11306,Le Grand Union High,65730,437,5,Approved Textbooks and Core Curricula Materials,Approved Textbooks and Core Curricula Materials,4100,87,111,1,38,1415
86125.65,24657300000000,86.12565,Le Grand Union High,65730,437,5,Books and Other Reference Materials,Books and Other Reference Materials,4200,87,111,1,38,1415
500,24657300000000,0.5,Le Grand Union High,65730,437,5,Communications,Communications,5900,87,111,1,38,1415
67839.55,24657300000000,67.83955,Le Grand Union High,65730,437,5,Tuition for Instruction Under Interdistrict Attendance Agreements,Tuition for Instruction Under Interdistrict Attendance Agreements,7110,87,111,1,38,1415
425125.29,24657300000000,425.12529,Le Grand Union High,65730,437,5,Maintenance and Operations (Public Law 81-874),Maintenance and Operations (Public Law 81-874),8110,87,111,1,38,1415
151521.81,24657300000000,151.52181,Le Grand Union High,65730,437,5,Accounts Receivable,Accounts Receivable,9200,87,111,1,38,1415
4401.67,24657300000000,4.40167,Le Grand Union High,65730,25,7,Classified Instructional Salaries,Classified Instructional Salaries,2100,3,5,1,2,1415
